date,month,year,APN,ANT,AST,BRT,BRV,BRD,BTH,BLB,BOC,BMP,BQC,BWN,BWS,BDP,BIO,BUC,BCL,BTV,CCH,CVE,CMN,CFW,ALM,CPL,CSI,CAS,SLW,CHB,CHY,JNN,CLK,CLA,CGS,CMB,CTG,CYC,MNC,CNV,CUY,MHV,DLV,DMV,DNP,DON,DNL,DWN,EPK,ELC,ENR,ENG,FLR,FOL,FRL,FMD,FRD,MIL,GLK,GBR,GBL,PWL,GNT,DAV,HWE,HNS,HID,MEA,HNT,ICH,INL,MMW,INV,IRC,ISB,JCK,ATN,KNT,KRH,KES,LFY,LGT,HMT,HNN,HDG,LVD,TAH,LVY,LRA,LEW,LNG,LGV,CRW,LON,LSB,LVQ,LWB,CRY,HHL,LYS,SWB,MPL,EDN,MRT,MAT,MHW,MCO,MCS,MMR,MDO,BER,MOR,MRR,NCM,NAT,BUL,MCR,NHG,NML,NCA,ONF,HTH,ORO,LOT,PAR,HVS,PRR,PLL,PNF,PT6,PT7,BIT,PRS,PYM,QUL,RLC,RDN,RLF,RLL,RTD,SDB,SLN,SLS,SNN,SAT,SGB,SNL,SLF,LUS,SPB,SVT,PRU,SGC,SFL,SHA,SHV,SIV,SKN,SLB,SLC,JNK,SOL,SLJ,SLK,SPM,STP,STG,SCC,STD,SW3,TRM,TAB,TMT,TNM,CLE,TUL,TLC,TWT,UNV,KLM,USL,VIL,TAE,VLP,WRS,WHR,WHI,WSN
2012-08,8,2012,6691,18831,,21004,64558,54632,,33709,31056,,,53510,80459,15440,56170,34660,79398,43095,147992,20261,269650,29810,1046252,15713,190218,273737,70120,7230,244369,6489,53160,86862,794,,44359,9104,74998,32588,676,1716000,37486,748039,1301995,44020,8532,10886,43666,73740,19961,64839,25067,502720,9413,92264,34894,271464,12700,32980,2607,14151000,42100,59935,23880,2832,17892,13269000,86717,34814,13035,5149,84392,21193,96395,44600,197850,28183,,21976,,,8157,24719,16572,17709,422100,6710,40587,13572,7907,73499,95140,46162,17530,96300,34966,59708,126767,2136,15815,13234,15990,846,953,155688,28565,8475,5383,19220,1224029,11627,4044,162744,8371,675662,499682,151542,1556392,17400,51768,288546,2229540,42177,191630,587400,73129,35480,205860,12913,30156,35399,16684,165156,,8670,24278,10222,63050,38048,2980,15991,94924,17872,40655,4455,598520,196557,401963,28230,37182,51698,14619,39580,2794523,81662,5712,41802,11790,29591,34009,,8775,6920,107728,176800,41461,7658,6376,12725,16931,47631,70951,2780,1933861,65301,26947,,201637,163226,29180,27197,27222,,222803,29927,237577,70800
2012-09,9,2012,6264,17526,,20028,63289,40006,,29222,20700,,,47055,74595,10400,55150,34175,68211,45775,142970,20073,261280,21810,1009119,14559,187485,264266,71235,7080,238022,6458,59300,61696,73,,32137,8332,68591,31954,607,1605500,37663,731932,1223572,35411,7920,5933,42480,73085,18698,64939,2018,451610,8975,80711,33353,318476,11400,26182,2508,13929222,41817,57655,20188,2388,17066,13135000,45050,31510,12712,4004,65092,20916,88417,36635,179493,26308,,22771,,,7575,24240,12610,17533,367200,6094,39632,14091,7323,59850,75386,40822,17286,100505,30345,55379,104958,1600,12727,7602,14170,809,953,160765,27406,8840,5343,13460,1194273,11075,4044,142550,7566,628020,440107,141335,1510706,16863,44114,259755,1977171,41654,189120,560700,72013,27980,193044,14982,28009,33755,12700,168819,,9085,9776,8392,52600,34852,2730,14993,77441,18301,43458,3364,640014,250929,389085,26060,37438,34300,13375,36050,2591560,81041,3887,40888,11160,27351,31726,,8331,6470,96109,173818,24460,5813,4595,11044,12911,45736,69596,3382,1799557,60710,28643,,174691,103922,28470,26560,5998,,215874,29380,233360,66207
2012-10,10,2012,5740,16153,,19298,61613,49113,,19625,16772,,,38050,70716,8470,54610,33803,65094,43917,138509,19884,258300,19570,947603,14125,184777,238029,72255,7030,231403,6348,56010,49181,401,,27808,7593,60289,23976,579,1377400,31581,733762,1183542,21237,3630,6705,41450,70102,18000,62691,2216,396130,8675,69871,32328,279639,11400,25692,2316,13706100,38490,56324,28030,2681,16836,13263000,36850,30794,12633,3866,59217,18699,85150,35220,169058,24732,,19271,,,6775,23921,11557,17485,321000,4371,37766,13823,6732,44800,71990,39019,17090,99900,26386,55893,110358,2307,9209,13104,13960,810,953,134375,26675,8796,4241,20440,1177928,10614,3431,129160,7913,588353,384794,136192,1477425,16510,47152,234176,1826464,40850,181220,605600,73129,22477,201868,15299,32925,34062,9858,164030,,8400,9876,6822,53000,32020,2440,14204,56352,18301,41937,3984,674390,366321,308069,24090,38765,17012,12340,35340,2466130,81715,3458,37197,12190,32819,29469,,8053,5860,85565,171102,22750,4979,2960,9615,11654,41559,66173,4520,1733805,54951,14324,,137902,103280,28540,25820,5917,,208309,28988,205004,56028
2012-11,11,2012,6730,17413,,18255,60915,40213,,27954,12913,,,40500,89177,9990,58870,33830,66369,33479,136062,19883,254580,29640,930214,14047,183881,257062,72197,7210,243000,7191,59590,78726,501,,37463,7031,59252,18642,588,1507000,28654,,1189871,21136,4780,10032,44320,68668,20700,72896,3285,403768,10600,65914,32781,262903,9240,26862,1901,13250500,35496,58937,37119,3373,17246,13334000,32371,31323,13041,5056,65685,11302,83624,38300,168195,24026,,20381,,,6585,25429,10936,17421,294100,4925,36438,13830,6846,50462,76619,44964,17029,100025,19558,57711,108891,3260,7259,20847,14520,807,947,115125,28868,8727,5282,19920,1209362,10213,3913,125653,8476,623424,372910,134554,1502599,19436,48836,220068,1861555,40709,186360,581200,74253,43767,214281,13812,30177,34039,10500,164283,,8500,15371,5930,67450,36500,2320,13845,42512,18589,40014,3081,807324,525713,281611,23870,38654,20006,11831,38800,2564273,84183,3951,39656,8927,24544,29094,,8831,4600,81900,169510,24430,4957,2946,8474,14233,36679,61261,3703,1775866,46792,13298,,143797,146255,29980,24490,6274,,217818,28543,207008,44155
2012-12,12,2012,8891,22713,,18178,60778,37342,,35296,19128,,,50840,92876,13040,58220,44825,79097,38516,134851,24287,292460,94500,981224,15068,183210,291312,70016,9080,247800,8846,76390,231038,819,,45955,11781,75339,23423,646,1572200,35308,689802,1327080,25057,3890,18711,48544,68839,23821,64555,5933,584141,10410,64776,34646,297900,7890,31608,1704,12707163,35299,64614,23574,4239,22632,13636000,33082,28789,14540,4988,106524,12767,83883,50780,181623,32895,,21350,,,6680,31000,12729,17472,385500,5933,40958,14046,12123,65668,86282,38822,17573,100505,23779,60113,124574,3943,8189,32137,18499,794,953,103108,22309,9033,5411,17311,1367751,10354,3869,173755,7643,793291,433766,162374,1593641,22430,46810,240700,2524968,40145,179970,550200,69417,55251,256977,10040,31566,34370,9915,167908,,10247,18053,6468,61180,49131,2400,14070,61314,19125,46699,306,1098379,674634,423745,29220,38691,20235,14619,47386,3318052,87904,3725,37394,9918,28203,34579,,10572,4120,93037,175615,36952,10308,3019,7750,18309,36256,59679,2388,1909861,39252,12900,,179862,241377,31740,24190,8652,,265209,28453,208373,40816
2013-01,1,2013,8891,22937,,17448,60778,32984,,43665,16985,,,46570,72811,14910,54910,47291,81210,43049,133101,18712,314610,89800,940280,15020,182093,286525,71873,8450,243854,8919,82870,241238,1287,,32048,12058,71339,25594,686,1649800,35921,700062,1372582,15130,3772,21840,48460,68496,24007,63459,6889,566394,10900,57231,35215,311900,6620,34163,1734,12177000,34217,64578,25234,4000,25222,13828000,34256,28037,14506,5503,113700,18960,82519,52100,186445,32586,,19198,,,6873,31000,12458,10744,367200,4869,40141,13440,12350,56060,94543,29461,17781,110807,15030,54238,110931,3796,7126,41959,19676,799,959,105537,23572,8703,5577,15180,1381933,10166,3913,181413,7240,778658,446284,166283,1635643,22430,53001,248816,2691914,39725,173730,580200,62531,54672,292692,12698,32912,34267,9267,166210,,10470,22187,5733,66100,48655,2243,14351,56568,16600,47025,1869,1211780,725533,486247,30180,38691,20495,14303,47720,3473687,84864,2819,38169,11960,19974,36557,,10315,3560,94700,171859,36960,15914,3154,11077,26238,37140,60850,2263,1942660,33421,16701,,192269,285421,29910,23940,8846,,250063,28501,206006,55517
2013-02,2,2013,8891,22853,,17697,60915,26073,,46173,15489,,,49990,52661,17710,51770,48593,74811,42587,130759,17069,336440,87970,927955,14612,180984,284532,71292,8500,240252,8854,93160,242942,1545,,32239,12151,69593,27214,747,1665500,36140,696025,1398696,9738,3671,23636,48350,68668,21224,64970,5617,552065,13300,55151,35922,324835,5330,36230,1734,11890863,31994,64299,27710,5641,27275,13810111,30832,29550,14493,5092,115525,12693,82300,53150,187358,31560,,19226,,,6971,31000,12699,8771,346500,4061,37201,14322,10691,50072,103264,30904,17781,114970,9917,51764,109928,3305,5711,42605,20000,796,959,92937,23380,9272,5521,14972,1380315,9443,3951,180288,7824,774422,453482,167617,1600114,22430,48411,250371,2848116,39121,165650,582500,71753,54301,323843,14700,31758,34222,8904,167153,,10695,24332,5048,62650,45296,2100,14290,45145,16000,41697,3766,1221168,759796,461372,31540,38654,20763,14037,48435,3610647,81038,2384,38548,10860,31175,38705,,9817,3010,97200,168732,39700,20823,3284,13248,26621,22946,47648,4394,1985675,43854,25744,,198175,348384,30200,23740,9721,,243331,28356,205446,49131
2013-03,3,2013,8431,23182,,18797,60915,35630,,47520,19831,,,58720,62911,17750,50420,49631,78697,45366,128060,17240,343510,92790,973279,14892,179435,283311,71264,8520,237164,8931,109000,253198,1649,,36222,12151,64513,30511,844,1673100,35948,687047,1408463,7125,4316,24961,48259,67647,24200,63135,5340,601136,14300,63593,37899,316045,4550,45000,1472,11651100,32185,68332,29411,6373,29772,13465000,38752,33995,14891,9430,104148,11056,87382,55075,177200,29854,,21122,,,7094,30393,12639,9125,362400,4201,37695,14532,9673,57283,102149,39073,17750,119387,17932,55125,126164,3420,8608,84231,20000,831,953,123024,24435,8964,5424,18860,1361125,7950,4027,178267,7960,804629,470804,165308,1553922,22430,53001,242813,2981941,37651,170505,572000,73279,56534,362787,14437,33513,35027,9706,167153,,11083,24853,6260,65190,47648,2000,14108,40838,16091,37144,4859,1298825,778391,520434,31200,38691,20900,14037,48547,3771133,83803,4247,36822,12120,40345,40409,,9195,2400,109941,167212,47433,25865,3401,12362,46104,40998,65530,4859,2077449,56972,26509,,222305,400082,29680,23560,12804,,236954,28116,206065,50705
2013-04,4,2013,8350,22853,,18693,60091,56004,,47187,25655,,,65010,103027,16380,52650,50019,88735,43481,124653,17819,331190,89250,997976,18569,177456,284201,73224,8580,250888,8997,100320,247206,1589,,77413,11920,60002,34277,833,1722600,39498,674447,1471223,15327,7423,21693,48260,67195,25100,62572,26968,681715,12900,77591,38691,330322,7800,46710,1025,11422000,31518,69017,33042,6697,31692,12921000,59641,39934,15694,16573,87920,21891,96231,65450,155300,28328,,20411,,,7169,30186,10993,9098,372100,5598,40513,14584,9177,64143,101409,52850,17573,114350,35028,56537,142577,4256,18042,119077,20000,800,953,127181,27855,8475,5302,17585,1336145,8028,3884,174116,8153,835960,542871,159700,1457437,22283,53619,281400,3040407,35805,183660,586800,71902,56915,434936,12385,31361,34187,11046,166847,,10959,24634,13822,64730,48029,2426,13526,77590,16137,36197,6187,1109961,678821,431140,29770,38394,20757,15345,41875,3788352,86302,7030,36999,12520,47472,41059,,8651,2180,131600,164112,48800,29028,3409,10951,77779,42463,67017,2142,2142189,61577,26725,,248987,441501,29700,23330,22340,,231046,27639,234528,46608
2013-05,5,2013,7359,22685,,17646,58855,63512,,47329,30953,,,65695,114835,14860,51520,49599,92722,44502,120478,17996,307970,75200,991778,22046,174620,274304,70648,8400,262306,9042,89390,211599,1460,,105042,11550,59778,35619,800,1732800,40241,666154,1473223,46670,8999,17760,39090,66804,27113,64074,55030,734377,13370,81759,36419,402728,10400,39768,623,11696700,35427,67399,35103,6401,32122,12495000,86503,42303,16696,16915,68047,21707,105558,66430,128548,27019,,22057,,,7119,29442,10437,9031,405100,5848,42842,13234,8834,64715,98121,66245,17264,112250,41581,57581,138308,5487,18143,115835,19000,789,953,131686,29197,8518,5528,17924,1296507,7775,3975,165813,8026,788113,569873,149107,1334186,20904,45210,349185,2812109,35317,191570,594700,72868,48947,484444,14422,32697,34669,12485,164321,,10649,24168,14686,63400,47489,3630,12865,112828,15909,36585,5712,784896,465140,319756,27020,38099,20270,14755,46745,3362531,84690,8615,37280,9364,46346,40454,,8123,2800,144841,147404,42500,29566,3346,9358,96272,43759,67588,2719,2003934,64649,25124,,255900,408355,29530,22910,37382,,223522,27122,238759,45222
2013-06,6,2013,7241,21738,,16197,56954,62735,,46997,30866,,,66500,97258,12820,50720,37975,91280,41315,116007,17761,290950,63910,959006,21903,171597,254815,71606,8230,261955,9087,75440,170670,1189,,103410,11193,57056,35407,716,1711100,39766,,1389949,61414,9093,11101,28165,63879,23541,64993,46598,665028,10680,80358,33457,404803,10500,32232,557,11756800,38120,64858,35120,4994,22373,12276000,86829,39643,16626,14844,53364,22081,86242,59900,95140,26589,,22402,,,7044,28469,11359,8931,385500,5647,42235,14068,8483,64457,93660,64945,16953,119208,39130,56537,128965,4911,18279,99773,17621,802,959,136226,30474,8296,5521,18482,1251880,7415,4207,159920,8167,738555,524544,136510,1252644,18657,51073,360163,2557762,35538,196690,588700,68832,43181,358084,12261,32788,36685,12139,167882,,10307,24516,13991,63400,45666,4650,12520,109288,15590,38964,5514,424805,225558,199247,24190,37768,19610,13506,44130,2938227,83842,8015,37613,10170,44445,38824,,7672,2900,138000,136742,31791,28031,3268,7647,58388,43490,67559,3558,1812150,64113,26669,,244312,337336,29430,22400,42407,,215874,26427,236783,45150
2013-07,7,2013,6387,20342,,14569,56010,62023,,44164,30970,,,65375,73304,9760,45920,15826,83750,42341,106762,17471,276680,46340,897534,18926,168185,292048,71473,8000,252286,7924,59740,122442,942,,63437,10751,50356,34692,656,1716800,39463,634490,1252889,53966,8642,4334,16820,60046,21315,65278,29375,524726,7815,71993,30973,363400,10347,23452,500,11202200,35735,62163,35430,3719,11784,12270000,87765,32755,16279,8982,36735,18805,70552,52060,64955,26067,,22545,,,6922,26546,10803,8824,335600,5200,44932,13948,8081,63480,91355,57244,16562,124300,36698,52991,119243,3349,17293,50480,16060,829,959,129548,26898,8558,5383,17650,1201891,6939,4191,148060,8621,653914,432839,122966,1159291,16019,55754,332746,2143724,36160,194960,589900,69217,36104,189211,13948,32761,35844,10980,164839,,9709,25020,11273,61400,42710,4983,11865,89985,17824,41216,4882,318979,110752,208227,21580,37510,18855,12171,39900,2433819,90717,6716,40032,9803,38967,36248,,7278,2053,125100,132946,21810,21922,3154,5944,27376,48350,72329,5181,1590328,65572,26336,,216108,248567,29100,21860,22516,,207483,25657,236147,66127
2013-08,8,2013,5818,18789,,13183,54279,49041,,41071,31186,,,58200,51415,6770,43260,13493,75664,43036,98711,17126,263850,27640,835008,16107,164602,285382,71150,7820,243683,7941,52630,81571,750,,70033,10326,44274,33877,617,1735900,37732,,1135262,47714,8118,2586,8594,56615,19781,65704,21252,429368,6930,64845,28919,304391,10100,16050,416,10787900,31518,59502,34145,2599,4792,12289000,87915,28529,15797,6419,23597,17030,62221,44080,35470,25482,,21556,,,6824,24970,12157,8718,263700,4758,44231,14278,7731,62503,83470,45701,16240,128230,31586,52867,102620,1784,16503,9382,14310,820,960,122403,24378,9046,5521,19660,1163858,6656,4121,137595,7909,577203,364433,111032,1087462,14310,48703,296624,1783469,36385,194610,603800,70830,28966,152752,12625,29387,36471,9474,165676,,9547,24258,8632,60525,39436,4890,11100,73629,16787,43855,3200,464705,141592,323113,19600,37439,18005,10957,35880,2101287,80591,5694,36041,10890,27086,33799,,6844,235,114700,126931,9185,6133,3079,4454,19404,47353,71005,3920,1406875,64563,27114,,181711,191487,28860,21460,6785,,198671,25121,237704,45434
2013-09,9,2013,5676,17841,,11945,52301,33861,,29118,24078,,,49790,49635,5540,40860,13122,69442,35358,91922,16955,256470,22360,822631,14919,161274,284946,72063,7680,240766,7925,47650,50795,137,,,9991,39492,31914,588,1623700,33552,,1077149,44298,4660,1929,7960,53504,17796,64747,4978,361108,6525,61479,28131,317113,10800,10568,359,10934000,29492,52813,29834,2352,4749,12362000,37078,27345,15053,4243,16610,14268,55864,38460,20363,25037,,22180,,,7094,23493,11585,8597,192000,4307,42842,14076,7414,57527,75724,39510,16000,132701,28630,52622,86068,1385,12295,5378,12584,824,947,105414,20288,8430,5411,14195,1137274,6694,3891,110613,7819,549808,301773,102880,1047055,12120,52598,264840,1633287,36610,189770,560300,72570,22507,153911,13152,31770,33622,8164,166961,,9181,9162,6184,48650,36546,4730,10611,,18541,44096,3923,504424,221148,283276,17930,44706,18000,9584,32910,1905985,86464,4371,39741,11200,18688,32092,,6432,0,104600,124200,9210,4920,2982,3660,13878,46090,69878,3374,1303229,61036,18607,,164351,168008,28720,20820,5085,,190471,24506,236814,
2013-10,10,2013,5039,17348,,11118,51262,38338,,17897,13362,,,41700,45246,5860,40300,12943,61747,40011,86021,16670,251650,20730,798388,13846,158192,277539,71892,7560,232406,8106,59590,36307,68,,40958,9541,35306,24518,598,1560500,29869,592870,1024248,32502,3421,2441,7373,52587,16984,65611,5006,291500,6162,50840,27572,277800,9140,10621,325,10900400,29356,56099,21525,2703,4651,12099000,31866,26189,14641,4004,15724,17182,52963,33540,15968,24514,,21580,,,7094,22447,11472,8539,142100,3438,40364,14509,6982,42991,76588,38225,15815,130000,20027,54492,91032,1721,7764,10682,12164,840,936,105128,18372,8939,5620,16818,1119977,6552,4044,95690,8238,504897,258425,98958,1025200,10376,54589,237210,1528375,36565,180550,578300,73279,17049,159353,12188,32138,34108,6974,163866,,8849,13982,3863,50750,33322,4525,10195,39394,18445,43139,3223,433747,251439,182308,16960,45578,16800,8464,32835,1744200,82228,3516,42049,8998,22984,29732,,6003,0,95298,122057,10233,3970,2953,3676,9651,,70092,5607,1221800,57005,14924,,154191,177618,28550,20490,4748,,183216,23943,230800,52649
2013-11,11,2013,4432,17350,,10080,51001,27095,,16419,8434,,,36420,41388,6390,41380,12866,54209,39387,81757,16615,244640,22360,804597,13304,156360,273575,72264,7530,222049,8333,60480,28690,49,,28207,8984,31202,21780,607,1536600,29793,586479,1026576,27057,3305,3389,7242,48825,15521,66767,5204,235676,6000,47532,27425,247850,7450,10192,320,10631470,29444,55138,22532,3186,4765,12310000,26901,25740,14218,3417,14815,11012,54358,32605,16650,22812,,21587,,,7094,22180,11275,8509,99540,3037,38688,13793,6515,42145,82166,37031,15728,131765,15820,56408,85541,2015,4473,15713,12164,847,930,110381,16426,8899,5535,19700,1110143,6500,4060,91048,7368,462473,244616,96624,1037292,10204,53996,216312,1391616,36206,179840,587300,73541,13607,168622,12090,29574,33897,6584,168138,,9157,14252,1826,53710,30326,4130,9844,19701,18397,40255,2785,513870,279706,234164,17270,45538,18322,8281,32310,1695999,81518,2957,37602,10410,17383,28218,,5715,0,88060,118000,11304,4479,2917,3693,9765,41484,65796,5934,1213139,55682,14021,,142946,194975,28600,20330,4800,,174779,23516,205328,59936
2013-12,12,2013,4025,17366,,10193,50351,23766,,14932,8564,,,34290,34516,6490,42880,12827,51840,37120,79001,16559,228890,23210,804406,12800,153969,287691,70252,7490,220044,8971,60620,24290,42,,33871,7849,26475,21968,597,1605900,29712,583882,1033585,15952,3297,4490,7220,45440,7469,65704,5404,186829,5500,43452,27303,224725,5700,10138,345,10323809,29763,54315,27202,3746,5127,12344000,25170,25656,14104,3339,14115,16593,59600,32235,16390,20961,,19720,,,7169,22120,10910,8468,75240,2808,35681,13756,6110,41879,88066,33354,15651,130300,9533,57188,84354,1639,3565,15709,12070,845,930,138514,19242,8651,5507,16444,1100833,5000,3928,86638,6797,431288,231921,94668,1048613,10257,48124,198416,1285882,35805,175030,531300,72459,9347,173442,11057,21512,33710,6615,167383,,9152,15062,835,53595,27294,3400,9525,13694,16229,39384,2695,603713,329287,274426,18810,45538,18100,7732,31310,1673380,81241,1556,36339,11380,17537,26900,,5423,0,79899,114389,12730,4967,2880,3770,11233,48470,72443,5053,1186729,55867,12438,,132028,223459,28630,20210,4954,,167157,22966,205063,52716
2014-01,1,2014,4041,17542,,11796,49714,20775,,13560,5241,,,32365,32784,7410,46090,12916,52124,34239,76447,15414,213630,23790,790737,12470,151941,278786,71321,7460,203700,9052,46500,21895,85,,38896,7556,24805,22205,588,1642800,29556,583000,1043767,12261,3561,5559,7210,43086,7882,66712,5003,163500,5615,42107,27374,196048,3790,10244,329,9827727,29893,54063,28250,4253,5483,12531000,26261,26014,14164,3912,13338,15615,57994,32090,15935,19114,,19400,,,7194,22087,10516,8440,77680,2549,34397,13366,5745,41524,95608,34011,15626,127410,9253,51764,86211,1482,2978,15396,12094,824,959,142259,20496,8217,5493,16002,1085550,2175,4137,82283,8021,404486,218236,92841,1045600,10065,44714,190990,1262049,35184,158630,546900,72217,7975,176043,14371,31832,33610,6941,168267,,9152,19370,224,49490,25842,2960,9260,13002,13383,35943,2649,615668,333278,282390,20650,45578,17945,7839,32235,1655800,81019,1260,38769,11640,17928,25841,,4747,0,73800,111542,14040,5873,2946,3797,12415,54991,79525,5281,1162200,56464,11595,,124010,273567,28600,20160,5123,,160276,22631,204700,44190
2014-02,2,2014,8318,18806,,11031,50000,22673,,18636,7535,,,37955,62553,9830,50290,13245,56513,37588,76397,15682,202300,48000,822651,12696,153537,272605,72389,7550,208745,9045,48610,57656,166,,37553,8370,29959,23585,588,1670400,33665,579850,1057893,11962,4150,7405,10960,41596,17164,64655,6040,304987,7565,52229,27884,167008,2320,13232,112,9563100,30144,55458,30364,4754,6270,12456000,27677,29111,14864,4730,17465,14789,60211,35340,15805,22845,,20913,,,7219,23293,11557,8504,129900,4254,37837,14143,5725,46296,98519,40598,15634,124200,12606,49728,104935,2542,4008,27639,13890,828,959,133563,20249,8984,5363,19580,1105403,1923,3975,79360,8035,481008,216442,96624,1060019,14224,43905,184880,1406989,34745,159970,582400,73691,24164,190435,12036,31140,33654,9335,168780,,9281,20137,423,64600,38212,2730,9096,20723,16740,40095,3309,675615,368720,306895,23830,45658,19280,7949,36630,1773314,82488,1592,31075,8653,26028,27000,,6661,0,71342,110500,18972,6939,2946,3872,17733,50249,75588,4985,1187131,56751,10816,,145591,368151,29940,20230,5883,,168897,22549,205947,45140
2014-03,3,2014,8891,21135,,10274,51131,24771,,47782,12569,,,46400,87001,10180,55260,13545,65236,41648,76922,17069,191020,87790,869067,13147,152536,268500,69510,7630,225389,8868,53960,86048,1279,,35000,9263,43317,25337,686,1660800,39078,568889,1083592,19358,6644,8928,13918,40633,22611,67153,4836,436041,8800,60651,28079,167889,2290,18427,1873,9497289,29245,56744,35864,5528,7462,11888000,33940,32973,15660,8782,24097,17675,59775,40575,15675,24846,,21817,,,7421,24138,11557,8498,148100,5789,48226,14337,5604,57441,102631,46471,15561,124000,21142,58771,122619,4123,6823,54520,15290,833,964,124165,25952,8375,5479,14396,1111780,1974,4129,84320,7299,600640,235384,100517,1036628,16385,43204,187160,1716103,34225,161070,562100,69381,70102,221099,13827,32975,37237,9497,168408,,11474,18955,1770,65710,50918,2430,8900,38401,16833,41216,8157,856047,468470,387577,25830,52306,21152,10753,40130,2198728,84321,3173,35847,10634,47901,32993,,7663,0,76687,101900,40765,9345,3034,3917,28555,50739,75073,2733,1306823,58218,13987,,168752,422430,29410,20150,7569,,182566,22219,208551,52118
2014-04,4,2014,8891,22462,,9413,50612,27876,,78251,16051,,,55190,101908,9290,56390,13699,70875,44316,74718,17356,173850,92600,899796,15481,150552,249928,72293,7610,240938,8811,52890,93386,1286,,45827,9621,49784,27794,686,1702400,41107,567082,1080367,45023,8625,5766,8841,39270,26533,65689,19184,546617,8990,74353,27976,227937,5650,19307,1836,9731900,22752,56099,35411,5896,8484,11254000,45265,38460,16905,11172,27934,19144,65730,48540,15080,26041,,18149,,,7369,24835,11021,8438,161500,6893,59971,14367,5191,63298,107108,58825,15406,127900,37868,59572,138964,5549,15046,57765,16200,810,964,106526,24772,8840,5507,19860,1110143,1957,4137,82165,7918,670314,280031,97523,917188,17469,44374,249506,1876552,33403,163240,582200,63053,68499,306434,13520,33204,34236,11020,165181,,11349,20134,7783,65300,48199,2780,8566,78839,18014,41136,8638,955758,568780,386978,32910,58719,21139,13462,41320,2408810,84199,7599,38601,11351,58721,35077,,7952,0,93826,90225,27354,12902,3004,3911,53807,46129,71195,1747,1281245,61307,20343,,196908,423259,28530,19920,13346,,185569,21933,237514,67356
2014-05,5,2014,8891,22573,,8620,49460,39814,,85197,16642,,,59655,117653,8540,51280,13397,72144,42326,72036,17356,151400,79700,911200,20242,147808,202688,70384,7440,234591,8688,46730,73854,1210,,93309,9462,50930,28536,626,1726400,40347,554750,1077149,62404,9487,5149,8937,36000,25588,64831,47152,547874,11570,77126,25710,320737,11200,12638,1773,10764472,17634,54000,33065,5700,8724,10639000,47408,42496,17144,9186,27706,16053,80018,50160,14600,25397,,22645,,,7269,24415,11750,8335,168800,7182,61518,14412,4582,64043,108178,67434,15110,130760,43554,58771,141509,5497,18276,33272,15687,801,964,82600,20520,8703,5452,18680,1073903,1950,4090,76513,7778,644872,311152,87359,799143,16524,44244,341800,1734181,31780,176350,589300,61527,61922,430031,13602,32174,34028,10957,164624,,11130,20376,14620,65530,46694,3880,8121,118282,18014,45398,7787,848080,510150,337930,35650,65800,20698,12769,40290,2177212,84831,8675,37041,10499,54821,34000,,7672,254,105697,73900,9638,13590,2925,3857,83203,48470,73412,4206,1196125,65683,15407,,220559,371320,27970,19590,19042,,179938,19462,236560,50822
2014-06,6,2014,8190,21188,,7493,47561,46467,,69813,15657,,,57865,108488,6590,45630,12977,71001,43330,69647,16559,142140,63190,871270,21334,145099,154266,70648,7250,222884,8689,39790,48400,1094,,94849,9263,45501,28036,551,1694100,41056,506947,1005000,63057,9247,4339,8594,34357,23727,68354,39777,470728,11072,70800,23544,325919,10400,5816,1674,12648900,21924,51093,35667,4676,6029,10233000,44227,42117,16863,6419,26936,20588,73074,45525,13910,24978,,21763,,,7119,25054,11162,8220,132400,6846,58447,14405,3868,63474,103115,65902,14793,129140,40613,58238,122892,5141,17868,14290,14007,818,964,74906,25171,8573,5577,17515,1025942,1857,4106,72978,8371,591279,273790,75346,712700,14898,41913,350940,1511388,30303,183780,578200,60120,56356,351920,13396,32358,34301,8866,162747,,10634,23902,14453,61465,44109,4640,7409,105750,17824,49221,6398,654911,396312,258599,34370,71466,,10998,37145,1851266,85548,7804,38706,9607,47357,34916,,7368,563,98992,63700,9417,12232,2837,3789,45766,45112,69151,4440,1062646,65907,15582,,213393,281715,30940,19090,16001,,171770,19919,237228,45427
2014-07,7,2014,8123,19492,,7060,46206,44579,,56499,7049,,,50500,94214,3730,41660,12575,68659,39310,67082,16503,138730,38650,816766,20405,141863,155212,69660,7050,210535,8010,33250,23491,952,,35651,9024,38804,27315,497,1701300,40511,450070,898270,60638,8948,3012,8272,33995,22332,67430,31904,406397,10500,58873,21967,276283,10350,2005,1542,12535000,21680,48988,33367,3787,5346,10061000,34465,40025,16717,4243,25983,17654,58937,40265,13248,24592,,21008,,,6656,23421,11275,8097,105600,6378,53698,13896,3346,62432,96322,58695,14455,125300,36194,58371,101380,4259,17060,15143,11835,819,964,84909,23880,8660,5610,18860,976122,1785,4130,69860,8059,512858,211856,63068,625841,12500,44036,326440,1252662,30490,173060,585200,61838,50124,140470,13963,32021,33925,7995,166120,,10141,21934,13800,61080,41057,4700,6760,93163,18978,48653,3696,456514,288812,167702,34350,73610,19300,9114,32920,1575037,83742,6702,36585,11762,36900,33137,,7103,0,89829,60600,8561,10753,2710,3674,26760,52223,76897,3122,865390,65129,15393,,190588,195673,30720,18420,7619,,163150,19424,237514,85221
